group,names,scores,logfoldchanges,pvals,pvals_adj
0,Fam171a2,29.785278,0.7317745,6.0602153863946875e-195,4.517810125220251e-193
0,Celf3,29.764256,0.76502067,1.1341087893510079e-194,8.417385411006952e-193
0,Slain1,29.757244,0.80097884,1.3975366323646624e-194,1.0349757003112015e-192
0,Fmnl2,29.717215,0.5227274,4.601780603800784e-194,3.400473667229632e-192
0,Pcdh19,29.526476,0.9509984,1.316703730224743e-191,9.603387206418386e-190
0,Snap47,29.499842,0.6225565,2.892413894385112e-191,2.1004909177844987e-189
0,Gpr27,29.408445,0.8712816,4.2828150713238923e-190,3.0968613013590103e-188
0,Snap25,29.40649,0.55810016,4.536495030389415e-190,3.273270589807317e-188
0,Lmo1,29.339453,0.748209,3.2575024307254165e-189,2.335421317143056e-187
0,Syt1,29.338861,0.5889311,3.314533105935617e-189,2.3712634296731754e-187
0,Palm,29.252834,0.6533228,4.132695600689856e-188,2.9503243847636735e-186
0,Camk2n2,29.178295,0.67198074,3.6567378742982313e-187,2.6050198607262833e-185
0,Ptprn2,29.163574,0.5905441,5.620844495533062e-187,3.995780086951098e-185
0,Dpf1,29.097733,1.0190704,3.834952481215719e-186,2.7204749222535764e-184
0,Pcdh8,29.069462,0.9478055,8.735093726114809e-186,6.183565508301777e-184
0,Shb,28.99329,1.1715826,7.994566435616582e-185,5.61218563780284e-183
0,Lmo4,28.738892,0.5183345,1.246990145783694e-181,8.66362473243863e-180
0,Zc2hc1a,28.735569,0.63236135,1.3720524890074738e-181,9.512897257118485e-180
0,Bcl7a,28.670277,0.57849574,8.959093725125727e-181,6.173530105559028e-179
0,Cotl1,28.566826,0.64329785,1.7362428599070727e-179,1.18911462210221e-177
0,Gria1,28.564514,0.78664154,1.8548826749715023e-179,1.2677916149257555e-177
0,Sobp,28.513159,0.5463726,8.04634053136747e-179,5.4884512256064425e-177
0,Map9,28.51129,0.6443099,8.48755299720084e-179,5.777708803912717e-177
0,Slc38a2,28.443571,0.5872741,5.852256932469782e-178,3.9677595492253875e-176
0,Snap91,28.43957,0.61369824,6.558579630282998e-178,4.437708819719195e-176
0,Usp29,28.434244,0.5499945,7.632382857616235e-178,5.143615455404733e-176
0,Mycl,28.389908,1.1317402,2.6940630486263118e-177,1.804754443071813e-175
0,H2ac25,28.334103,0.6549729,1.3141820564427574e-176,8.78624574878872e-175
0,C1qtnf4,28.288975,0.78684914,4.722874720191605e-176,3.151326466763888e-174
0,Kif26a,28.269005,1.2226436,8.313062004806879e-176,5.535907852054794e-174
0,Rab3c,27.931843,0.5398583,1.095576049693502e-171,7.168258363198494e-170
0,L1cam,27.923481,0.7209213,1.3842100802470698e-171,9.004313294209511e-170
0,Gabrg2,27.875378,0.71798295,5.306360771346837e-171,3.4385217798327506e-169
0,Galnt18,27.832039,1.0285004,1.7771453841989926e-170,1.1471779859381084e-168
0,Cntnap2,27.823156,0.66081274,2.2761385170449377e-170,1.4636786921821797e-168
0,Gm56999,27.69573,0.6960057,7.859824377281367e-169,5.025515032578234e-167
0,Rhob,27.643963,0.66888237,3.298498046119976e-168,2.1010621958801265e-166
0,Rnf150,27.623398,0.7324604,5.8268741041779985e-168,3.704572638007205e-166
0,Gdi1,27.603336,0.53302735,1.0146831959999204e-167,6.438938789531699e-166
0,Mex3b,27.546957,0.7133352,4.812970331656593e-167,3.0313616503831885e-165
0,Blcap,27.503628,0.64141077,1.5886899795286098e-166,9.950278355055025e-165
0,Fscn1,27.334515,0.566682,1.6501048456556277e-164,1.0239766644422105e-162
0,Clcn4,27.192513,0.6112899,7.963832928131807e-163,4.879078442660534e-161
0,Lrpap1,27.19077,0.6097764,8.35116918401897e-163,5.107096131119841e-161
0,Cep85l,27.17233,0.7820988,1.379405708170758e-162,8.420372235964106e-161
0,Efnb3,27.144693,0.6887671,2.9249400612660726e-162,1.7662863853838992e-160
0,Stxbp1,27.106348,0.5849378,8.287888356274492e-162,4.9780514447954595e-160
0,Rnf227,27.056017,0.6057808,3.2450325386996406e-161,1.9421779116167512e-159
